Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;target system;double bond equivalents
ETHAMBUTOL;4;204.31;-0.29;64.52;9.0;0;14.0;4.0;4.0;C10H24N2O2;1;0;ANTIINFECTIVES;0.0
CINOXACIN;4;262.22;0.84;90.65;2.0;0;19.0;7.0;1.0;C12H10N2O5;0;1;ANTIINFECTIVES;9.0
SOFOSBUVIR;4;529.46;1.66;158.18;10.0;0;36.0;12.0;3.0;C22H29FN3O9P;0;0;ANTIINFECTIVES;9.5
SIMEPREVIR;4;749.96;5.25;156.89;8.0;0;52.0;12.0;2.0;C38H47N5O7S2;0;1;ANTIINFECTIVES;18.0
LINEZOLID;4;337.35;1.12;71.11;4.0;0;24.0;7.0;1.0;C16H20FN3O4;0;0;ANTIINFECTIVES;8.0
NITROFURANTOIN;4;238.16;0.07;118.05;3.0;0;17.0;9.0;1.0;C8H6N4O5;0;0;ANTIINFECTIVES;8.0
MEZLOCILLIN;4;539.59;-0.23;173.5;6.0;0;36.0;13.0;3.0;C21H25N5O8S2;0;1;ANTIINFECTIVES;12.0
SULFAMETHIZOLE;4;270.34;1.23;97.97;3.0;0;17.0;6.0;3.0;C9H10N4O2S2;0;0;ANTIINFECTIVES;7.0
DIDANOSINE;4;236.23;-0.21;93.03;2.0;0;17.0;7.0;2.0;C10H12N4O3;0;0;ANTIINFECTIVES;7.0
SULFAPERIN;0;264.31;1.17;97.97;3.0;0;18.0;6.0;3.0;C11H12N4O2S;0;0;ANTIINFECTIVES;8.0
OFLOXACIN;4;361.37;1.54;75.01;2.0;0;26.0;7.0;1.0;C18H20FN3O4;0;1;ANTIINFECTIVES;10.0
ROQUINIMEX;0;308.34;2.52;62.54;2.0;0;23.0;5.0;1.0;C18H16N2O3;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;12.0
TUCATINIB;4;480.53;5.09;110.85;5.0;0;36.0;10.0;2.0;C26H24N8O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;19.0
ESTRAMUSTINE;3;440.41;5.18;49.77;5.0;0;29.0;4.0;1.0;C23H31Cl2NO3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
MERCAPTOPURINE;4;170.2;0.64;54.46;0.0;0;10.0;4.0;1.0;C5H6N4OS;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
ETOPOSIDE;4;588.56;1.34;160.83;5.0;0;42.0;13.0;3.0;C29H32O13;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
PIXANTRONE;4;325.37;0.6;123.13;6.0;0;24.0;7.0;6.0;C17H19N5O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
MITOTANE;4;320.05;5.93;0.0;3.0;0;18.0;0.0;0.0;C14H10Cl4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
VINDESINE;4;753.94;2.73;164.82;6.0;0;55.0;12.0;6.0;C43H55N5O7;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;19.0
DASATINIB;4;488.02;3.31;106.51;7.0;0;33.0;9.0;3.0;C22H26ClN7O2S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
VINCRISTINE;4;824.97;3.52;171.17;8.0;0;60.0;14.0;3.0;C46H56N4O10;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;21.0
CYTARABINE;4;243.22;-2.56;130.83;2.0;0;17.0;8.0;5.0;C9H13N3O5;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
LAROTRECTINIB;4;428.44;2.95;86.0;3.0;0;31.0;8.0;2.0;C21H22F2N6O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
OSIMERTINIB;4;499.62;4.51;87.55;10.0;0;37.0;9.0;2.0;C28H33N7O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;16.0
POLYESTRADIOL PHOSPHATE;4;352.4;2.780307347017499;87.0;2.0;0;24.0;5.0;3.0;C18H25O5P;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;6.5
BELOTECAN;3;433.51;2.62;93.45;5.0;0;32.0;7.0;2.0;C25H27N3O4;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
DECITABINE;4;228.21;-2.14;123.49;2.0;0;16.0;8.0;4.0;C8H12N4O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
ABIRATERONE;4;349.52;5.4;33.12;1.0;0;26.0;2.0;1.0;C24H31NO;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;10.0
SUNITINIB;4;398.48;3.33;77.23;7.0;0;29.0;6.0;3.0;C22H27FN4O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
IVOSIDENIB;4;582.97;4.32;119.29;7.0;0;41.0;9.0;1.0;C28H22ClF3N6O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;19.0
RIBOCICLIB SUCCINATE;4;552.64;2.8;91.21;5.0;0;32.0;9.0;2.0;C27H36N8O5;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
HISTAMINE DIHYDROCHLORIDE;4;184.07;-0.09;54.7;2.0;0;8.0;3.0;3.0;C5H11Cl2N3;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;1.0
EFAPROXIRAL;3;341.41;3.73;75.63;6.0;0;25.0;5.0;2.0;C20H23NO4;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;10.0
AVAPRITINIB;4;498.57;2.61;106.29;5.0;0;37.0;10.0;2.0;C26H27FN10;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;18.0
MEDROXYPROGESTERONE ACETATE;4;386.53;4.66;60.44;2.0;0;28.0;4.0;0.0;C24H34O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
TRAMETINIB;4;615.4;3.94;107.13;5.0;0;37.0;9.0;2.0;C26H23FIN5O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;17.0
TEGAFUR;4;200.17;-0.02;64.09;1.0;0;14.0;5.0;1.0;C8H9FN2O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
IMATINIB;4;493.62;4.59;86.28;7.0;0;37.0;8.0;2.0;C29H31N7O;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;18.0
LAPATINIB;4;581.07;6.14;106.35;11.0;0;40.0;8.0;2.0;C29H26ClFN4O4S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;18.0
IDARUBICIN;4;497.5;1.02;176.61;3.0;0;36.0;10.0;6.0;C26H27NO9;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
BORTEZOMIB;4;384.25;1.9735870544001282;124.0;9.0;0;28.0;6.0;4.0;C19H25BN4O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;9.5
THIOGUANINE;4;167.2;0.6;83.38;0.0;0;11.0;5.0;4.0;C5H5N5S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;6.0
DAUNORUBICIN;4;527.53;1.03;185.84;4.0;0;38.0;11.0;6.0;C27H29NO10;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
EPACADOSTAT;3;438.24;0.42;167.76;7.0;0;25.0;11.0;6.0;C11H13BrFN7O4S;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
PACLITAXEL POLIGLUMEX;3;1001.0;1.9297652113443693;322.0;18.0;0;72.0;19.0;7.0;C52H60N2O18;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;24.0
TERIFLUNOMIDE;4;270.21;3.0;73.12;2.0;0;19.0;4.0;2.0;C12H9F3N2O2;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
VEMURAFENIB;4;489.93;5.54;91.92;7.0;0;33.0;6.0;2.0;C23H18ClF2N3O3S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;15.0
VANDETANIB;4;475.36;5.0;59.51;6.0;0;30.0;6.0;1.0;C22H24BrFN4O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;12.0
AMINOLEVULINIC ACID;4;131.13;-0.62;80.39;4.0;0;9.0;4.0;3.0;C5H9NO3;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;2.0
TENIPOSIDE;4;656.66;2.75;160.83;6.0;0;46.0;13.0;3.0;C32H32O13S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;17.0
ABEMACICLIB;4;506.61;4.94;75.0;7.0;0;37.0;8.0;1.0;C27H32F2N8;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;15.0
METHOTREXATE;4;454.45;0.27;210.54;9.0;0;33.0;13.0;7.0;C20H22N8O5;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
AMSACRINE;4;393.47;4.51;80.32;5.0;0;28.0;6.0;2.0;C21H19N3O3S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
TAMOXIFEN;4;371.52;6.0;12.47;8.0;0;28.0;2.0;0.0;C26H29NO;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
VISMODEGIB;4;421.31;4.71;76.13;4.0;0;27.0;5.0;1.0;C19H14Cl2N2O3S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
MITOGUAZONE;3;184.21;-2.11;153.52;3.0;0;13.0;8.0;8.0;C5H12N8;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;4.0
BARICITINIB;4;371.43;1.1;120.56;5.0;0;26.0;9.0;1.0;C16H17N7O2S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;12.0
SEMUSTINE;3;247.73;2.5;61.77;4.0;0;16.0;5.0;1.0;C10H18ClN3O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;3.0
IFOSFAMIDE;4;261.09;1.88;41.57;5.0;0;14.0;4.0;1.0;C7H15Cl2N2O2P;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;0.5
APALUTAMIDE;4;477.44;3.53;89.33;3.0;0;33.0;7.0;1.0;C21H15F4N5O2S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;15.0
ICOTINIB;3;391.43;3.16;74.73;2.0;0;29.0;7.0;1.0;C22H21N3O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
PREDNIMUSTINE;2;646.65;5.42;104.14;12.0;0;44.0;7.0;2.0;C35H45Cl2NO6;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
BICALUTAMIDE;4;430.38;2.88;107.26;5.0;0;29.0;6.0;2.0;C18H14F4N2O4S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
BOSUTINIB;4;530.46;5.19;82.88;9.0;0;36.0;8.0;1.0;C26H29Cl2N5O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
PONATINIB;4;532.57;4.46;65.77;4.0;0;39.0;7.0;1.0;C29H27F3N6O;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;18.0
DACOMITINIB;4;469.95;5.16;79.38;7.0;0;33.0;7.0;2.0;C24H25ClFN5O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
LOMUSTINE;4;233.7;2.25;61.77;4.0;0;15.0;5.0;1.0;C9H16ClN3O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;3.0
MELPHALAN;4;305.21;1.93;66.56;8.0;0;19.0;4.0;3.0;C13H18Cl2N2O2;1;1;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
PENTOSTATIN;4;268.27;-1.18;112.13;2.0;0;19.0;8.0;4.0;C11H16N4O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;6.0
SORAFENIB;4;464.83;5.55;92.35;5.0;0;32.0;7.0;3.0;C21H16ClF3N4O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
PIDOTIMOD;0;244.27;-0.75;86.71;2.0;0;16.0;6.0;2.0;C9H12N2O4S;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
EVEROLIMUS;4;958.24;6.2;204.66;9.0;0;68.0;15.0;3.0;C53H83NO14;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
CAPMATINIB;4;412.43;3.43;85.07;4.0;0;31.0;7.0;1.0;C23H17FN6O;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;18.0
PROCARBAZINE;4;221.3;1.05;53.16;5.0;0;16.0;4.0;3.0;C12H19N3O;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
ETOPOSIDE PHOSPHATE;4;668.54;1.1;207.36;7.0;0;46.0;16.0;4.0;C29H33O16P;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;13.5
MIFAMURTIDE;4;1277.51;1.884162373597575;384.0;58.0;0;85.0;19.0;10.0;C59H110N6NaO20P;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
CRIDANIMOD;2;253.26;2.24;59.3;2.0;0;19.0;4.0;1.0;C15H11NO3;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
FINGOLIMOD;4;307.48;3.2;66.48;12.0;0;22.0;3.0;4.0;C19H33NO2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;4.0
PACLITAXEL;4;853.92;3.74;221.29;10.0;0;62.0;15.0;4.0;C47H51NO14;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;23.0
VOSAROXIN;3;401.45;0.96;109.58;5.0;0;28.0;9.0;2.0;C18H19N5O4S;1;1;ANTINEOPLASTIC / IMMUNOMODULATORY;12.0
VINORELBINE;4;778.95;4.75;133.87;7.0;0;57.0;12.0;2.0;C45H54N4O8;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;21.0
IXAZOMIB CITRATE;4;517.13;1.4589733252533605;168.0;11.0;0;34.0;9.0;4.0;C20H23BCl2N2O9;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;9.5
AFATINIB;4;485.95;4.39;88.61;8.0;0;34.0;8.0;2.0;C24H25ClFN5O3;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
LURBINECTEDIN;4;784.89;4.19;164.28;3.0;0;56.0;14.0;4.0;C41H44N4O10S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;22.0
IRINOTECAN;4;586.69;4.09;114.2;4.0;0;43.0;10.0;1.0;C33H38N4O6;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;17.0
SELUMETINIB;4;457.69;3.53;88.41;6.0;0;27.0;7.0;3.0;C17H15BrClFN4O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
OZANIMOD;4;404.47;3.63;104.2;7.0;0;30.0;7.0;2.0;C23H24N4O3;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
IDELALISIB;4;415.43;3.75;101.38;5.0;0;31.0;8.0;2.0;C22H18FN7O;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;17.0
TRIAZIQUONE;0;231.25;-0.82;43.17;3.0;0;17.0;5.0;0.0;C12H13N3O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
TREOSULFAN;4;278.3;-2.34;127.2;7.0;0;16.0;8.0;2.0;C6H14O8S2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;0.0
UPADACITINIB;4;380.37;2.91;78.32;3.0;0;27.0;7.0;2.0;C17H19F3N6O;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;10.0
SATRAPLATIN;3;500.28;1.0300545484149;102.0;0.0;0;19.0;6.0;4.0;C10H22Cl2N2O4Pt;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;0.0
ABIRATERONE ACETATE;4;391.56;5.97;39.19;2.0;0;29.0;3.0;0.0;C26H33NO2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
POMALIDOMIDE;4;273.25;-0.33;109.57;1.0;0;20.0;7.0;3.0;C13H11N3O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;10.0
OXALIPLATIN;4;395.27;1.2928346415484926;76.6;0.0;0;15.0;6.0;4.0;C8H12N2O4Pt;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;4.0
FULVESTRANT;4;606.78;8.68;57.53;14.0;0;41.0;3.0;2.0;C32H47F5O3S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;7.0
DAROLUTAMIDE;4;398.85;2.67;119.62;6.0;0;28.0;8.0;3.0;C19H19ClN6O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
THIOTEPA;4;189.22;0.16;9.03;3.0;0;11.0;3.0;0.0;C6H12N3PS;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;2.5
REGORAFENIB;4;482.82;5.69;92.35;5.0;0;33.0;7.0;3.0;C21H15ClF4N4O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
MECHLORETHAMINE;4;156.06;1.4;3.24;4.0;0;8.0;1.0;0.0;C5H11Cl2N;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;0.0
TEPOTINIB;4;492.58;4.01;96.93;7.0;0;37.0;8.0;0.0;C29H28N6O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;19.0
CARBOPLATIN;4;371.25;0.504115013694026;76.6;0.0;0;13.0;6.0;4.0;C6H12N2O4Pt;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;2.0
IXAZOMIB;4;361.03;2.1113920280568923;98.7;7.0;0;23.0;4.0;4.0;C14H19BCl2N2O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.5
BEXAROTENE;4;348.49;6.1;37.3;3.0;0;26.0;2.0;1.0;C24H28O2;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
ERIBULIN;4;729.91;3.44;146.39;4.0;0;52.0;12.0;3.0;C40H59NO11;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;12.0
CLADRIBINE;4;285.69;-0.3;119.31;2.0;0;19.0;8.0;4.0;C10H12ClN5O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;7.0
FLUDARABINE PHOSPHATE;4;365.21;-1.72;186.07;4.0;0;24.0;12.0;6.0;C10H13FN5O7P;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;6.5
SIROLIMUS;4;914.19;6.18;195.43;6.0;0;65.0;14.0;3.0;C51H79NO13;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
TACROLIMUS;4;822.05;4.64;178.36;7.0;0;57.0;13.0;3.0;C44H71NO13;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;10.0
AMINOGLUTETHIMIDE;4;232.28;1.35;72.19;2.0;0;17.0;4.0;3.0;C13H16N2O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;7.0
ANASTROZOLE;4;293.37;2.93;78.29;4.0;0;22.0;5.0;0.0;C17H19N5;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
AZACITIDINE;4;244.21;-3.17;143.72;2.0;0;17.0;9.0;5.0;C8H12N4O5;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
MITOXANTRONE;4;444.49;-0.14;163.18;12.0;0;32.0;10.0;8.0;C22H28N4O6;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
TIAZOFURIN;0;260.27;-1.6;125.9;3.0;0;17.0;7.0;5.0;C9H12N2O5S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
FLOXURIDINE;4;246.19;-1.68;104.55;2.0;0;17.0;7.0;3.0;C9H11FN2O5;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
MIDOSTAURIN;4;570.65;5.91;77.73;3.0;0;43.0;8.0;1.0;C35H30N4O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;23.0
ETHINYL ESTRADIOL;4;296.41;3.61;40.46;0.0;0;22.0;2.0;2.0;C20H24O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;9.0
TROFOSFAMIDE;3;323.59;2.84;32.78;7.0;0;17.0;4.0;0.0;C9H18Cl3N2O2P;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;0.5
PORFIMER SODIUM;4;1179.4;2.7961738763997563;314.0;18.0;0;87.0;15.0;10.0;C68H74N8O11;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;36.0
ERDAFITINIB;4;446.56;4.18;77.33;9.0;0;33.0;8.0;1.0;C25H30N6O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
BELINOSTAT;4;318.35;2.01;95.5;5.0;0;22.0;6.0;3.0;C15H14N2O4S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;10.0
VELIPARIB;3;244.3;1.26;83.8;2.0;0;18.0;5.0;4.0;C13H16N4O;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
PIRARUBICIN;3;627.64;1.55;204.3;7.0;0;45.0;13.0;6.0;C32H37NO12;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;15.0
VINBLASTINE;4;810.99;3.99;154.1;7.0;0;59.0;13.0;3.0;C46H58N4O9;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;20.0
MYCOPHENOLIC ACID;4;320.34;2.73;93.06;6.0;0;23.0;6.0;2.0;C17H20O6;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
OLMUTINIB;2;486.6;5.1;82.62;7.0;0;35.0;8.0;2.0;C26H26N6O2S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;17.0
LONIDAMINE;3;321.16;4.09;55.12;3.0;0;21.0;4.0;1.0;C15H10Cl2N2O2;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
PALBOCICLIB;4;447.54;2.97;105.04;5.0;0;33.0;9.0;2.0;C24H29N7O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
SELINEXOR;4;443.31;3.39;97.62;5.0;0;31.0;8.0;2.0;C17H11F6N7O;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
BENDAMUSTINE;4;358.27;3.26;58.36;9.0;0;23.0;5.0;1.0;C16H21Cl2N3O2;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;7.0
DIETHYLSTILBESTROL DIPHOSPHATE;4;428.31;4.36;133.52;8.0;0;28.0;8.0;4.0;C18H22O8P2;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
ALTRETAMINE;4;210.28;0.07;48.39;3.0;0;15.0;6.0;0.0;C9H18N6;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;4.0
COBIMETINIB;4;531.32;3.78;64.6;4.0;0;30.0;5.0;3.0;C21H21F3IN3O2;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
AMRUBICIN;3;483.47;0.63;176.61;3.0;0;35.0;10.0;6.0;C25H25NO9;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
ERLOTINIB;4;393.44;3.41;74.73;10.0;0;29.0;7.0;1.0;C22H23N3O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
RUXOLITINIB;4;306.37;3.47;83.18;4.0;0;23.0;6.0;1.0;C17H18N6;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;12.0
PIPOBROMAN;4;356.06;1.23;40.62;4.0;0;16.0;4.0;0.0;C10H16Br2N2O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;3.0
TEMOPORFIN;4;680.76;9.76;138.28;4.0;0;52.0;8.0;6.0;C44H32N4O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;31.0
NILUTAMIDE;4;317.22;2.45;92.55;2.0;0;22.0;7.0;1.0;C12H10F3N3O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
RIPRETINIB;4;510.37;5.67;88.05;5.0;0;33.0;7.0;3.0;C24H21BrFN5O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;16.0
RALTITREXED;4;458.5;1.98;152.69;9.0;0;32.0;10.0;4.0;C21H22N4O6S;0;1;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
TOREMIFENE;4;405.97;6.22;12.47;9.0;0;29.0;2.0;0.0;C26H28ClNO;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;13.0
NINTEDANIB;4;539.64;3.62;94.22;7.0;0;40.0;9.0;2.0;C31H33N5O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;18.0
NERATINIB;4;557.05;5.93;112.4;11.0;0;40.0;9.0;2.0;C30H29ClN6O3;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;19.0
CARMOFUR;0;257.26;0.81;83.96;5.0;0;18.0;6.0;2.0;C11H16FN3O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;5.0
EPIRUBICIN;4;543.53;0.0;206.07;5.0;0;39.0;12.0;7.0;C27H29NO11;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
OLAPARIB;4;434.47;2.35;86.37;4.0;0;32.0;7.0;1.0;C24H23FN4O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;15.0
ENZALUTAMIDE;4;464.44;3.99;76.44;3.0;0;32.0;6.0;1.0;C21H16F4N4O2S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
COPANLISIB;4;480.53;0.66;139.79;7.0;0;35.0;12.0;3.0;C23H28N8O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
CARMUSTINE;4;214.05;1.16;61.77;5.0;0;12.0;5.0;1.0;C5H9Cl2N3O2;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;2.0
QUIZARTINIB;3;560.68;5.86;106.16;7.0;0;40.0;10.0;2.0;C29H32N6O4S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;17.0
CLOFARABINE;4;303.68;-0.35;119.31;2.0;0;20.0;8.0;4.0;C10H11ClFN5O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;7.0
CAPECITABINE;4;359.35;0.76;122.91;6.0;0;25.0;9.0;3.0;C15H22FN3O6;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;6.0
CELECOXIB;4;381.38;3.51;77.98;3.0;0;26.0;5.0;2.0;C17H14F3N3O2S;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;11.0
TIVOZANIB;4;454.87;5.64;107.74;6.0;0;32.0;9.0;2.0;C22H19ClN4O5;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;15.0
VINFLUNINE;4;816.94;5.08;133.87;7.0;0;59.0;12.0;2.0;C45H54F2N4O8;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;20.0
GLASDEGIB;4;374.45;3.39;96.84;3.0;0;28.0;7.0;3.0;C21H22N6O;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
MASOPROCOL;4;302.37;3.57;80.92;5.0;0;22.0;4.0;4.0;C18H22O4;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;8.0
FORMESTANE;4;302.41;3.97;54.37;0.0;0;22.0;3.0;1.0;C19H26O3;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;7.0
TEMSIROLIMUS;4;1030.3;3.0914533472446553;242.0;11.0;0;73.0;16.0;4.0;C56H87NO16;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
DOCETAXEL;4;861.94;3.26;224.45;8.0;0;58.0;15.0;5.0;C43H59NO17;0;0;ANTINEOPLASTIC / IMMUNOMODULATORY;15.0
DOXORUBICIN;4;543.53;0.0;206.07;5.0;0;39.0;12.0;7.0;C27H29NO11;1;0;ANTINEOPLASTIC / IMMUNOMODULATORY;14.0
