Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;double bond equivalents
CANTHAXANTHIN;0;564.85;10.96;34.14;10.0;0;42.0;2.0;0.0;C40H52O2;0;0;15.0
PHASEOLLIN;0;408.49;5.53;86.99;5.0;0;30.0;5.0;3.0;C25H28O5;0;0;12.0
PALMOXIRATE SODIUM;0;306.42;4.93;49.83;14.0;0;20.0;3.0;1.0;C17H31NaO3;0;1;2.5
BISBENZYLDISELENIDE;0;340.19;6.419512222602526;0.0;5.0;0;16.0;0.0;0.0;C14H14Se2;0;0;8.0
SORBIFOLIASIDE C;0;1299.41;0.9091146485366152;494.0;16.0;0;90.0;30.0;19.0;C60H98O30;0;0;12.0
KHRINONE E;0;314.29;2.89;89.13;3.0;0;23.0;6.0;2.0;C17H14O6;0;1;11.0
AKNADININE;0;359.42;2.14;68.23;3.0;0;26.0;6.0;1.0;C20H25NO5;0;0;9.0
(R)-METOPROLOL;0;267.37;1.61;50.72;9.0;0;19.0;4.0;2.0;C15H25NO3;1;0;4.0
PENICITRINOL G;0;430.5;2.95;105.45;3.0;0;31.0;7.0;3.0;C24H30O7;0;0;10.0
FUTOKADSURIN C;0;356.42;4.52;46.15;4.0;0;26.0;5.0;0.0;C21H24O5;0;0;10.0
PRECARRIEBOWMIDE;0;865.15;3.9;183.32;12.0;0;61.0;14.0;4.0;C46H68N6O8S;0;0;16.0
DIZOCILPINE;0;221.3;3.15;12.03;0.0;0;17.0;1.0;1.0;C16H15N;0;0;10.0
GRANDIFLORENIC ACID BENZYL ESTER;0;390.57;6.62;26.3;3.0;0;29.0;2.0;0.0;C27H34O2;0;0;11.0
BRACHYSTAMIDE B;0;411.59;6.43;47.56;14.0;0;30.0;4.0;1.0;C26H37NO3;0;0;9.0
MELOPHLIN E;0;351.53;5.18;57.61;13.0;0;25.0;4.0;1.0;C21H37NO3;0;1;4.0
(+)-PSEUDODEFLECTUSIN;0;260.29;2.51;55.76;0.0;0;19.0;4.0;1.0;C15H16O4;0;0;8.0
LIPOCARBAZOLE A4;0;421.67;9.36;36.02;15.0;0;31.0;2.0;2.0;C29H43NO;0;0;9.0
FEREDETATE;0;348.09;-0.4071341647018007;170.0;7.0;0;25.0;13.0;3.0;C10H16FeN2O8+3;0;0;4.0
RHIZOXIN;0;625.76;5.05;133.15;7.0;0;45.0;10.0;1.0;C35H47NO9;0;0;13.0
8-(1-HYDROXYETHYL)ETODOLAC;0;303.36;2.87;82.55;4.0;0;22.0;5.0;3.0;C17H21NO4;0;1;8.0
DESGLUCOCHEIROTOXIN;0;550.65;0.75;162.98;4.0;0;39.0;10.0;5.0;C29H42O10;0;0;9.0
ICOPEZIL;0;375.47;4.17;58.37;5.0;0;28.0;5.0;1.0;C23H25N3O2;1;0;13.0
PSEUDOUREA;0;354.5;4.25;99.74;4.0;0;24.0;4.0;6.0;C18H18N4S2;1;0;12.0
EUPATORIOPIKRIN;0;362.42;1.98;93.06;4.0;0;26.0;6.0;2.0;C20H26O6;0;0;8.0
OXOTREMORINE SESQUIFUMARATE SALT;0;322.36;0.71;23.55;2.0;0;15.0;3.0;0.0;C16H22N2O5;0;0;7.0
MISCHELLAMINE B;0;756.9;9.05;163.9;5.0;0;56.0;10.0;8.0;C46H48N2O8;1;0;24.0
TRIFLURALIN;0;335.28;4.15;89.52;7.0;0;23.0;7.0;0.0;C13H16F3N3O4;0;0;6.0
homodestruxin B;0;607.79;1.71;145.43;6.0;0;43.0;12.0;2.0;C31H53N5O7;0;0;8.0
OROIDIN;0;389.05;2.29;99.59;4.0;0;19.0;6.0;5.0;C11H11Br2N5O;1;0;8.0
DICHLORMID;0;208.09;1.99;20.31;5.0;0;12.0;2.0;0.0;C8H11Cl2NO;0;0;3.0
Coenzyme Q2;0;318.41;4.04;52.6;7.0;0;23.0;4.0;0.0;C19H26O4;0;0;7.0
SCHLEICHERASTATIN 3;0;446.72;6.23;49.69;6.0;0;32.0;3.0;2.0;C29H50O3;0;0;5.0
KHIVORIN;0;586.68;4.69;130.87;4.0;0;42.0;10.0;0.0;C32H42O10;0;0;12.0
IODOHYDRIN TRIPHOSPHATE;0;469.98;0.91;180.05;9.0;0;20.0;11.0;5.0;C5H14IO11P3;0;1;0.0
PIPERCHABAMIDE B;0;369.51;5.34;38.77;9.0;0;27.0;4.0;0.0;C23H31NO3;0;0;9.0
3-KETOADOCIAQUINONE A;0;437.43;1.72;127.59;0.0;0;31.0;8.0;1.0;C22H15NO7S;0;0;16.0
EUDISTOMIN Y6;0;524.99;5.94;65.98;2.0;0;25.0;4.0;2.0;C18H9Br3N2O2;0;1;14.0
HEXAHYDROCURCUMIN;0;374.43;3.0;96.22;10.0;0;27.0;6.0;3.0;C21H26O6;0;0;9.0
PISONIN D;0;206.15;1.23;68.9;0.0;0;15.0;5.0;1.0;C10H6O5;0;0;8.0
ENADOLINE;0;396.53;4.0;45.92;4.0;0;29.0;5.0;0.0;C24H32N2O3;1;0;10.0
ARTORISTILBENE;0;308.33;4.74;58.92;0.0;0;23.0;4.0;2.0;C19H16O4;0;0;12.0
PTEROGYNINE;0;195.31;2.11;53.11;4.0;0;14.0;3.0;3.0;C11H21N3;1;0;3.0
PHENACAINE;0;298.39;4.65;42.85;6.0;0;22.0;4.0;1.0;C18H22N2O2;0;0;9.0
1,4-BIS(3'-PYRAZOLYLAMINO)BENZO[G]PHTHALAZINE;0;342.37;3.72;107.2;4.0;0;26.0;8.0;4.0;C18H14N8;0;0;16.0
ARAGUSTEROL C;0;495.14;5.2;77.76;6.0;0;34.0;4.0;3.0;C29H47ClO4;0;0;6.0
CUDRAXANTHONE M;0;396.44;4.63;100.13;2.0;0;29.0;6.0;3.0;C23H24O6;0;0;12.0
FRANGANINE;0;500.68;3.18;99.77;8.0;0;36.0;8.0;3.0;C28H44N4O4;0;0;9.0
HAINANOLIDE;0;310.35;2.02;52.6;0.0;0;23.0;4.0;0.0;C19H18O4;0;0;11.0
ACOXATRINE;0;380.49;3.0;50.8;5.0;0;28.0;5.0;1.0;C23H28N2O3;0;0;11.0
P-NITROPHENYL-O-ETHYL ETHYLPHOSPHONATE;0;259.2;3.22;78.67;6.0;0;17.0;6.0;0.0;C10H14NO5P;0;0;4.5
CINCHONIDINE;0;294.4;3.16;36.36;3.0;0;22.0;3.0;1.0;C19H22N2O;1;0;10.0
ETHYL PHENYLTHIOMETHYLCARBAMATE;0;211.29;2.48;38.33;4.0;0;14.0;3.0;1.0;C10H13NO2S;0;0;5.0
LUPANINE;0;248.37;1.87;23.55;0.0;0;18.0;3.0;0.0;C15H24N2O;1;0;5.0
RUBROSTERONE;0;334.41;1.14;94.83;0.0;0;24.0;5.0;3.0;C19H26O5;0;0;7.0
LINCOMYCIN HYDROCHLORIDE;0;443.01;-0.86;122.49;7.0;0;27.0;8.0;5.0;C18H35ClN2O6S;0;0;2.0
(R)-INDOPROFEN;0;281.31;3.04;57.61;3.0;0;21.0;4.0;1.0;C17H15NO3;0;1;11.0
GALMIC;0;989.1;4.19;305.01;12.0;0;72.0;21.0;8.0;C51H60N10O11;1;0;27.0
XENITACIN;0;406.52;3.74;77.66;6.0;0;29.0;6.0;0.0;C23H34O6;0;0;7.0
ddCTP;0;451.16;-0.15;229.96;8.0;0;27.0;15.0;6.0;C9H16N3O12P3;0;1;3.5
ELEGANOLONE ACETATE;0;346.51;5.87;43.37;11.0;0;25.0;3.0;0.0;C22H34O3;0;0;6.0
4,5,6,7-TETRACHLOROPHTHALIDE;0;271.91;3.97;26.3;0.0;0;14.0;2.0;0.0;C8H2Cl4O2;0;0;6.0
FOSFOSAL;0;218.1;0.86;104.06;3.0;0;14.0;6.0;3.0;C7H7O6P;0;1;4.5
DIMPYLATE;0;304.35;3.58;53.47;7.0;0;19.0;5.0;0.0;C12H21N2O3PS;0;0;3.5
METHYL PYRAZINYLKETONE BENZOYL HYDRAZONE;0;240.27;1.63;67.24;3.0;0;18.0;5.0;1.0;C13H12N4O;0;0;10.0
BIPINNAPTEROLIDE A;0;360.41;1.67;93.2;2.0;0;26.0;6.0;1.0;C20H24O6;0;0;9.0
DETORUBICIN;0;673.67;0.95;230.6;11.0;0;48.0;15.0;6.0;C33H39NO14;1;0;15.0
DIPICOLINIC ACID;0;167.12;0.48;87.49;2.0;0;12.0;5.0;2.0;C7H5NO4;0;1;6.0
HERBARUMIN II;0;244.29;0.13;86.99;2.0;0;17.0;5.0;3.0;C12H20O5;0;0;3.0
MONILOSIDE I;0;923.1;-1.88;307.37;14.0;0;64.0;19.0;12.0;C45H78O19;0;0;7.0
bishomocubyl-10-amine;0;147.22;0.7;26.02;0.0;0;11.0;1.0;2.0;C10H13N;1;0;5.0
ARANIDIPINE;0;388.38;2.13;124.84;6.0;0;28.0;9.0;1.0;C19H20N2O7;0;0;11.0
Chromium derivative;0;710.75;4.641142155321567;49.6;2.0;0;28.0;6.0;0.0;C32H37CrNO8PS2;0;0;15.0
RETICULATATE;0;324.77;3.3;56.97;2.0;0;22.0;4.0;2.0;C18H13ClN2O2;0;1;13.0
DEOXYPERGULARININE CHLORIDE;0;395.89;4.41;31.57;3.0;0;27.0;4.0;0.0;C23H22ClNO3;0;0;13.0
TRIALLATE;0;304.67;4.84;20.31;4.0;0;16.0;2.0;0.0;C10H16Cl3NOS;0;0;2.0
AULACOCARPINE A;0;364.48;2.86;71.59;4.0;0;26.0;5.0;1.0;C21H32O5;0;0;6.0
CAROLIN A;0;622.93;7.86;105.45;25.0;0;44.0;7.0;3.0;C37H66O7;0;0;5.0
PHYSOSTIGMINE SULFATE;4;648.78;1.77;44.81;1.0;0;20.0;5.0;1.0;C30H44N6O8S;0;0;12.0
triethylplumbyl 4-methylbenzenesulfonate;0;465.58;3.5304576240537995;51.8;6.0;0;18.0;3.0;0.0;C13H22O3PbS;0;0;3.0
Rhenium complex;0;694.87;1.887536889854276;158.0;7.0;0;35.0;10.0;2.0;C24H31FN3O4ReS2+;1;0;11.0
MILLEPACHINE;0;350.41;4.78;44.76;5.0;0;26.0;4.0;0.0;C22H22O4;0;0;12.0
TIEGUSANIN G;0;644.72;6.43;118.98;9.0;0;47.0;10.0;1.0;C37H40O10;0;0;18.0
FOMITELLIC ACID B;0;486.69;5.69;94.83;5.0;0;35.0;5.0;3.0;C30H46O5;0;1;8.0
MIRAZIRIDINE A;0;668.79;-1.7;297.57;22.0;0;47.0;17.0;12.0;C30H52N8O9;1;1;9.0
(6'R,13'S) ISORORIDIN A;0;532.63;2.39;124.05;1.0;0;38.0;9.0;2.0;C29H40O9;0;0;10.0
BENGAZOLE F;0;552.71;5.16;159.28;21.0;0;39.0;10.0;4.0;C29H48N2O8;0;0;7.0
BREVIANAMIDE F;0;283.33;1.2;65.2;2.0;0;21.0;5.0;2.0;C16H17N3O2;0;0;10.0
LONIJAPOSIDE I;0;479.48;-2.8;172.85;9.0;0;34.0;11.0;5.0;C23H29NO10;0;1;10.0
METHANESULFONIC ACID DODECYL ESTER;0;264.43;3.88;43.37;12.0;0;17.0;3.0;0.0;C13H28O3S;0;0;0.0
LAURYL ISOQUINOLINIUM;0;298.49;6.05;3.88;11.0;0;22.0;1.0;0.0;C21H32N+;1;0;6.5
RABDOCOETSIN D;0;390.48;1.98;93.06;1.0;0;28.0;6.0;2.0;C22H30O6;0;0;8.0
DECANE;0;142.29;4.15;0.0;7.0;0;10.0;0.0;0.0;C10H22;0;0;0.0
CI-930;0;254.29;2.57;62.77;2.0;0;19.0;5.0;1.0;C14H14N4O;0;1;10.0
BISTRATAMIDE B;0;568.73;2.52;134.14;3.0;0;39.0;10.0;3.0;C27H32N6O4S2;0;0;15.0
TETRAHYDROAUROGLAUCIN;0;302.41;5.01;57.53;8.0;0;22.0;3.0;2.0;C19H26O3;0;0;7.0
FLUMECINOL;0;280.29;4.35;20.23;3.0;0;20.0;1.0;1.0;C16H15F3O;0;0;8.0
ARGLABIN;0;246.31;2.37;38.83;0.0;0;18.0;3.0;0.0;C15H18O3;0;0;7.0
CERAMICINE L;0;412.53;3.36;90.9;1.0;0;30.0;5.0;3.0;C25H32O5;0;0;10.0
GERANYLGERANYLPHOSPHATE;0;501.54;6.36;113.29;14.0;0;29.0;7.0;3.0;C20H45N3O7P2;0;1;0.0
CASEARBORIN A;0;538.64;5.62;108.36;7.0;0;39.0;8.0;1.0;C31H38O8;0;0;13.0
PF-06282999;1;325.78;1.72;90.11;4.0;0;21.0;6.0;3.0;C13H12ClN3O3S;0;0;9.0
FIBLEUCINOSIDE;0;518.52;0.28;165.12;4.0;0;37.0;11.0;4.0;C26H30O11;0;0;12.0
INFLATIN A;0;442.6;4.55;79.15;2.0;0;32.0;5.0;3.0;C27H38O5;0;0;9.0
ASPIDOPHYLLINE A;0;368.43;2.06;67.87;2.0;0;27.0;6.0;1.0;C21H24N2O4;0;0;11.0
MOUDANPIOSIDE F;0;344.36;-1.91;136.68;4.0;0;24.0;8.0;5.0;C16H24O8;0;0;5.0
GLUTINOL ACETATE;0;468.77;8.74;26.3;1.0;0;34.0;2.0;0.0;C32H52O2;0;0;7.0
ARDISIANOSIDE I;0;1091.25;1.6244800271855937;363.0;11.0;0;76.0;23.0;13.0;C53H86O23;0;0;11.0
ACEROSIDE III;0;592.64;0.49;187.76;6.0;0;42.0;12.0;7.0;C30H40O12;0;0;11.0
6-F-2-Ph-D-DIBOA;0;259.24;2.68;49.77;1.0;0;19.0;4.0;1.0;C14H10FNO3;0;0;10.0
[14C]-DORIPENEM;0;422.51;-1.6;162.06;7.0;0;27.0;10.0;6.0;C15H24N4O6S2;1;1;6.0
TETRAHYDROXYBACTERIOHOPANE GLUCOSAMINE;0;708.03;4.76;165.86;10.0;0;50.0;9.0;8.0;C41H73NO8;0;0;6.0
TEPRALOXYDIM;0;341.84;3.74;68.12;6.0;0;23.0;5.0;1.0;C17H24ClNO4;0;1;6.0
TOPSENTINOL K TRISULFATE;0;766.88;5.55;190.8;11.0;0;45.0;12.0;3.0;C30H49Na3O12S3;0;1;6.5
RO-320432;0;452.56;3.82;59.27;4.0;0;34.0;6.0;1.0;C28H28N4O2;1;0;17.0
Platinum complex;0;481.36;-3.920849216990794;103.0;5.0;0;10.0;5.0;2.0;C12H18N2O6Pt;0;0;5.0
3,4,2',4',6'-PENTAHYDROXYCHALCONE;0;288.25;2.11;118.22;3.0;0;21.0;6.0;5.0;C15H12O6;0;0;10.0
DIHYDROMOLLUGIN;0;286.33;3.44;55.76;1.0;0;21.0;4.0;1.0;C17H18O4;0;0;9.0
LEMNAFRICANOL;0;310.39;1.3;83.83;1.0;0;22.0;5.0;2.0;C17H26O5;0;0;5.0
DEHYDROXYFLUORO TEBAQUINE;0;468.4;7.93;28.16;7.0;0;32.0;3.0;1.0;C26H24Cl2FN3;1;0;15.0
JOLKINOATE L;0;532.6;6.72;69.67;3.0;0;38.0;5.0;0.0;C30H35F3O5;0;0;12.0
NIMBIN PP;0;572.61;1.96;151.73;5.0;0;41.0;11.0;1.0;C30H36O11;0;0;13.0
3-(4-BENZYLPHENOXY)PROPANAL O-PROPYL OXIME;0;297.4;4.46;30.82;9.0;0;22.0;3.0;0.0;C19H23NO2;0;0;9.0
PUTRESCINE;3;88.15;-0.32;52.04;3.0;0;6.0;2.0;4.0;C4H12N2;1;0;0.0
2-hydroxy-4'-methoxystilbene;0;226.28;3.57;29.46;3.0;0;17.0;2.0;1.0;C15H14O2;0;0;9.0
HYDROXYPHENYL PROPIONIC ACID;0;166.18;1.41;57.53;3.0;0;12.0;3.0;2.0;C9H10O3;0;1;5.0
PHENOXYPROPAZINE;4;166.22;0.92;47.28;4.0;0;12.0;3.0;3.0;C9H14N2O;0;0;4.0
GLYCYRIN;0;382.41;4.4;89.13;5.0;0;28.0;6.0;2.0;C22H22O6;0;0;12.0
3-HYDROXYRIMANTADINE;0;195.31;1.66;46.25;1.0;0;14.0;2.0;3.0;C12H21NO;1;0;3.0
NOBILIN D;0;320.34;2.4;88.38;6.0;0;23.0;6.0;3.0;C17H20O6;0;0;8.0
KAZUSAMYCIN A;0;556.74;5.76;121.13;16.0;0;40.0;7.0;3.0;C33H48O7;0;1;10.0
(R)-PIA;0;385.42;0.48;125.55;6.0;0;28.0;9.0;4.0;C19H23N5O4;0;0;11.0
FRIEDELIN-3,4-LACTONE;0;442.73;8.18;26.3;0.0;0;32.0;2.0;0.0;C30H50O2;0;0;6.0
E637;0;140.14;0.91;50.44;1.0;0;10.0;3.0;1.0;C7H8O3;0;0;4.0
VITETRIFOLIN G;0;304.47;4.39;40.46;4.0;0;22.0;2.0;2.0;C20H32O2;0;0;5.0
KUROMANIN;0;449.39;0.38;191.6;4.0;0;32.0;11.0;8.0;C21H21O11+;1;1;12.0
MALLOTINIC ACID;0;802.56;0.61;397.65;5.0;0;57.0;23.0;14.0;C34H26O23;0;1;22.0
GRAVACRIDONDIOLMONOMETHYL ETHER;0;355.39;2.1;80.92;3.0;0;26.0;6.0;2.0;C20H21NO5;0;0;11.0
GSK-1030058A;0;492.48;5.49;71.81;7.0;0;34.0;7.0;0.0;C23H19F3N2O5S;0;0;14.0
PLAKOTENIN SODIUM SALT;0;374.5;6.07;37.3;4.0;0;26.0;2.0;1.0;C24H31NaO2;0;1;9.5
VERONGAMINE;0;381.23;1.91;99.6;7.0;0;23.0;7.0;3.0;C15H17BrN4O3;0;0;9.0
BISANDROGRAPHOLIDE B;0;664.88;5.51;133.52;8.0;0;48.0;8.0;4.0;C40H56O8;0;0;13.0
3-O-BENZOYLSWIETENOLIDE;0;590.67;4.99;129.34;5.0;0;43.0;9.0;1.0;C34H38O9;0;0;16.0
(DIMETHYLAMINO)METHYL(METHYL)PHOSPHINIC ACID;0;137.12;0.41;40.54;2.0;0;8.0;3.0;1.0;C4H12NO2P;1;1;0.0
(R)-SKF-38393;0;255.32;2.38;52.49;1.0;0;19.0;3.0;3.0;C16H17NO2;1;0;9.0
DOMOIC ACID;0;311.33;0.97;123.93;7.0;0;22.0;7.0;4.0;C15H21NO6;1;1;6.0
CHEATOGLOBOSIN J;0;512.65;4.62;99.26;2.0;0;38.0;6.0;3.0;C32H36N2O4;0;0;16.0
OROTIC ACID;2;156.1;-1.24;103.02;1.0;0;11.0;6.0;3.0;C5H4N2O4;0;1;5.0
THYROXINE;0;776.87;4.56;92.78;5.0;0;24.0;5.0;4.0;C15H11I4NO4;1;1;9.0
CAERULOMYCINONITRILE;0;211.22;2.02;58.8;2.0;0;16.0;4.0;0.0;C12H9N3O;0;0;10.0
HEXADECYLTRIBUTYLAMMONIUM BROMIDE;0;754.95;12.88;0.0;35.0;0;42.0;2.0;0.0;C40H86Br2N2;0;0;0.0
GALLOMYRTUCOMMULONE D;0;568.57;0.05;220.51;6.0;0;40.0;13.0;7.0;C27H36O13;0;0;10.0
BASILIOLIDE B;0;388.42;2.28;88.13;3.0;0;28.0;7.0;0.0;C21H24O7;0;0;10.0
CASEAMEMBRIN M;0;588.74;5.97;114.43;12.0;0;42.0;9.0;0.0;C33H48O9;0;0;10.0
VINDOLINE;0;456.54;1.64;88.54;4.0;0;33.0;8.0;1.0;C25H32N2O6;1;0;11.0
PANDAROSIDE A;0;796.95;2.01;249.97;12.0;0;56.0;15.0;8.0;C41H64O15;0;1;10.0
EMAKALIM;0;296.33;1.84;75.25;1.0;0;22.0;5.0;1.0;C17H16N2O3;0;0;11.0
PHOSPHATIDYLETHANOLAMINE;0;635.86;8.94;134.38;33.0;0;43.0;9.0;3.0;C33H66NO8P;1;1;1.5
CESPITULARIN I;0;314.43;3.53;54.37;0.0;0;23.0;3.0;1.0;C20H26O3;0;0;8.0
VITEXILACTONE;0;378.51;3.79;72.83;4.0;0;27.0;5.0;1.0;C22H34O5;0;0;6.0
DAPHNODORIN F;0;542.5;3.99;166.14;2.0;0;40.0;10.0;6.0;C30H22O10;0;0;20.0
BUZEPIDE;0;351.51;3.87;43.09;6.0;0;26.0;3.0;2.0;C23H31N2O+;1;0;10.0
3-FORMYLBENZOIC ACID;0;150.13;1.2;54.37;2.0;0;11.0;3.0;1.0;C8H6O3;0;1;6.0
NIMBIN;0;540.61;3.92;118.34;5.0;0;39.0;9.0;0.0;C30H36O9;0;0;13.0
MELODININE D;0;338.41;2.04;54.1;1.0;0;25.0;5.0;1.0;C20H22N2O3;1;0;11.0
ASTERIACEREBROSIDES B;0;756.12;7.3;168.94;35.0;0;53.0;10.0;7.0;C43H81NO9;0;0;4.0
AMOBARBITAL SODIUM;4;248.26;1.39;78.76;4.0;0;16.0;5.0;2.0;C11H17N2NaO3;0;1;4.5
LAPIDILECTINE B;0;366.42;2.58;59.08;0.0;0;27.0;6.0;0.0;C21H22N2O4;1;0;12.0
TECHNETIUM TC 99M PYROPHOSPHATE;4;276.88;-7.233780552006127;136.0;0.0;1;10.0;7.0;0.0;H4O7P2Tc;0;0;0.0
KONIAMBORINE;0;229.24;2.29;44.37;1.0;0;17.0;4.0;0.0;C13H11NO3;0;0;9.0
AVITRIPTAN FUMARATE;0;574.66;1.77;103.45;9.0;0;32.0;9.0;2.0;C26H34N6O7S;0;0;13.0
TIZOLEMIDE;0;335.84;0.8;95.99;2.0;0;20.0;6.0;3.0;C11H14ClN3O3S2;0;0;6.0
TEOPROLOL;0;454.53;1.03;119.1;9.0;0;33.0;10.0;3.0;C23H30N6O4;1;0;12.0
ALLOAUREOTHIN;0;397.43;4.66;91.81;5.0;0;29.0;7.0;0.0;C22H23NO6;0;0;12.0
LESPEOL;0;390.48;5.9;66.76;6.0;0;29.0;4.0;2.0;C25H26O4;0;0;13.0
SARGACHROMANOL I;0;428.61;6.21;66.76;10.0;0;31.0;4.0;2.0;C27H40O4;0;0;8.0
ADAMANTAPLATENSIMYCIN;0;439.51;4.1;123.93;5.0;0;32.0;7.0;4.0;C25H29NO6;0;1;12.0
FR-236924;0;308.51;6.04;37.3;14.0;0;22.0;2.0;1.0;C20H36O2;0;1;3.0
BACCHARINOID B3;0;548.63;1.36;144.28;1.0;0;39.0;10.0;3.0;C29H40O10;0;0;10.0
CYCLOPENTYLPHENYL ACETIC ACID POLYMIXIN B;0;1249.53;0.8810400214022209;491.0;26.0;0;89.0;18.0;18.0;C60H96N16O13;0;0;21.0
MODIOLIDE B;0;182.22;1.19;46.53;0.0;0;13.0;3.0;1.0;C10H14O3;0;0;4.0
4-[(4-CHLOROPHENYL)(1,2,4-TRIAZOL-1-YL)METHYL]-3-METHYLFUROXAN;0;291.7;1.5;83.68;3.0;0;20.0;7.0;0.0;C12H10ClN5O2;0;0;10.0
PHOTINIDE B;0;304.3;1.47;82.06;3.0;0;22.0;6.0;1.0;C16H16O6;0;0;9.0
GLOBIFERANE;0;242.32;2.84;34.14;0.0;0;18.0;2.0;0.0;C16H18O2;0;0;8.0
CYCLOASPEPTIDE A;0;641.77;3.13;148.15;6.0;0;47.0;11.0;4.0;C36H43N5O6;0;0;18.0
MELIASTATIN 5;0;456.71;6.48;57.53;5.0;0;33.0;3.0;2.0;C30H48O3;0;0;7.0
UPIDOSIN;0;511.62;4.72;75.02;8.0;0;38.0;7.0;1.0;C31H33N3O4;0;0;17.0
GW459057A;0;390.88;4.11;80.24;4.0;0;27.0;6.0;1.0;C21H19ClN6;0;1;15.0
TRYPTAMINE;0;160.22;1.67;41.81;2.0;0;12.0;2.0;3.0;C10H12N2;1;0;6.0
KOPSININE;0;338.45;2.93;41.57;1.0;0;25.0;4.0;1.0;C21H26N2O2;1;0;10.0
FONDAPARINUX;0;1784.2;-3.21148696310639;873.0;30.0;0;91.0;52.0;19.0;C35H51N3Na10O49S8;0;0;12.0
SIKKIMENOID A;0;298.43;3.97;34.14;0.0;0;22.0;2.0;0.0;C20H26O2;0;0;8.0
COMPLANADINE A;0;482.72;5.74;49.84;1.0;0;36.0;4.0;2.0;C32H42N4;1;0;14.0
2-Hexyl-D-DIBOA;0;249.31;3.14;49.77;5.0;0;18.0;4.0;1.0;C14H19NO3;0;0;6.0
ACLACINOMYCIN B;0;809.86;3.17;206.05;7.0;0;58.0;16.0;3.0;C42H51NO15;1;0;18.0
CUMINGIANOSIDE E;0;720.94;4.29;164.51;9.0;0;51.0;11.0;4.0;C40H64O11;0;0;9.0
AURANTOSIDE F;0;869.75;1.1;257.23;16.0;0;59.0;17.0;8.0;C40H50Cl2N2O15;0;1;16.0
AMINO(3-FLUOROPHENYL)METHYLPHOSPHONIC ACID;0;205.12;0.96;83.55;2.0;0;13.0;4.0;4.0;C7H9FNO3P;1;1;3.5
ACANKOREOSIDE M;0;989.12;-1.97;352.51;11.0;0;69.0;21.0;13.0;C48H76O21;0;1;11.0
HYDRASTININE;0;190.22;1.03;21.47;0.0;0;14.0;3.0;0.0;C11H12NO2+;1;0;7.0
VAL-D-DIBOA;0;249.27;2.06;55.84;4.0;0;18.0;5.0;0.0;C13H15NO4;0;0;7.0
SANGUINOLIGNAN B;0;384.34;1.85;100.52;4.0;0;28.0;8.0;1.0;C20H16O8;0;0;13.0
CPP-115;1;177.15;0.96;63.32;1.0;0;12.0;3.0;3.0;C7H9F2NO2;1;1;3.0
PYCNOPODIOSIDE B;0;664.86;1.79;203.44;9.0;0;45.0;12.0;7.0;C32H56O12S;0;1;5.0
PYRIDOMYCIN;0;540.57;1.18;177.04;5.0;0;39.0;12.0;4.0;C27H32N4O8;0;0;14.0
TRICHOLOMALIDE A;0;348.44;2.27;72.83;1.0;0;25.0;5.0;1.0;C20H28O5;0;0;7.0
CITRUSININE-II;0;287.27;1.82;91.92;1.0;0;21.0;6.0;3.0;C15H13NO5;0;0;10.0
6-O-DEMETHYLANCISTROBENOMINE A;0;405.45;4.59;92.04;4.0;0;30.0;6.0;3.0;C24H23NO5;0;0;14.0
TRISNORSQUALENE DIFLUOROMETHYLIDENE;0;418.66;10.42;0.0;15.0;0;30.0;0.0;0.0;C28H44F2;0;0;6.0
OSANETANT;0;606.64;7.42;43.86;8.0;0;42.0;5.0;0.0;C35H41Cl2N3O2;1;0;16.0
ALGESTONE ACETOPHENIDE;0;448.6;5.74;52.6;2.0;0;33.0;4.0;0.0;C29H36O4;0;0;12.0
COLUMBIANETIN;0;246.26;1.87;59.67;1.0;0;18.0;4.0;1.0;C14H14O4;0;0;8.0
HEPTELIDIC ACID CHLOROHYDRIN;0;316.78;1.82;83.83;3.0;0;21.0;5.0;2.0;C15H21ClO5;0;1;5.0
1,2,4-TRIAZOLE;0;69.07;-0.2;41.57;0.0;0;5.0;3.0;1.0;C2H3N3;0;0;3.0
6-Cl-2-Pr-D-DIBOA;0;241.67;2.62;49.77;2.0;0;16.0;4.0;1.0;C11H12ClNO3;0;0;6.0
EPIRORIDIN E;0;514.62;3.34;103.82;1.0;0;37.0;8.0;1.0;C29H38O8;0;0;11.0
BENZOQUINONIUM;0;546.8;4.98;58.2;18.0;0;40.0;6.0;2.0;C34H50N4O2+2;0;0;12.0
ETHYL NITROSOUREA;0;117.11;0.07;75.76;2.0;0;8.0;5.0;2.0;C3H7N3O2;0;0;2.0
OSCILLAPEPTIN A;0;1168.33;1.963093131894536;364.0;21.0;0;82.0;18.0;9.0;C56H77N7O18S;0;0;22.0
(-)-10-EPI-ALPHA-CYPERONE;0;218.34;4.05;17.07;1.0;0;16.0;1.0;0.0;C15H22O;0;0;5.0
GSK-269962B;0;607.07;3.84;155.68;10.0;0;42.0;13.0;3.0;C29H31ClN8O5;0;0;18.0
SAPINSIGNOID B;0;628.8;4.28;150.59;14.0;0;45.0;9.0;4.0;C36H52O9;0;0;11.0
APLYSINIMINE;0;320.97;3.13;42.31;1.0;0;14.0;3.0;1.0;C9H7Br2NO2;0;0;6.0
